"Country","Commodity","Flow","Unit","Year","Quantity","fad_fished","flow_binary","alpha_3"
"Haiti","Mackerels, fillets, prepared or preserved","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Mackerels, nei, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Marine fish fillets, frozen, nei","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Marine fish meat,whether or not minced nei, fresh or chilled","Imports","Tonnes",2016,13,0,1,"HTI"
"Haiti","Marine fish nei, minced, prepared or preserved","Exports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Marine fish, frozen, nei","Exports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Marine fish, frozen, nei","Imports","Tonnes",2016,264,0,1,"HTI"
"Haiti","Miscellaneous demersal fish, nei, frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Miscellaneous marine fish fillets, fresh or chilled, nei","Imports","Tonnes",2016,70,0,1,"HTI"
"Haiti","Miscellaneous marine fish, salted or in brine, nei","Exports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Miscellaneous pelagic fish nei, minced, prepared or preserved","Imports","Tonnes",2016,1,1,1,"HTI"
"Haiti","Miscellaneous pelagic fish, nei, frozen","Imports","Tonnes",2016,0,1,0,"HTI"
"Haiti","Ornamental fish nei","Exports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Ornamental fish nei","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Ornamental saltwater fish","Exports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Other  edible fish offal, dried, salted or in brine","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Pacific cod, meat, frozen","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Pacific sauries prepared or preserved, not minced","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Pilchards (Sardinops spp.) and Sardinellas, frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Pilchards, dried, whether or not salted, but not smoked","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Plaices, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Preparations of surimi","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Red mullet, frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Saithe (= Pollock), salted or in brine","Imports","Tonnes",2016,66,0,1,"HTI"
"Haiti","Saithe (=Pollock) fillets, frozen","Imports","Tonnes",2016,8,0,1,"HTI"
"Haiti","Saithe (=Pollock), frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Saithe, dried, whether or not salted, but not smoked","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Sardines, sardinellas, brisling or sprats, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Sardines, sardinellas, brisling or sprats, frozen","Imports","Tonnes",2016,1,0,1,"HTI"
"Haiti","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Exports","Tonnes",2016,41,0,1,"HTI"
"Haiti","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Seabass, fresh or chilled","Exports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Seabass, fresh or chilled","Imports","Tonnes",2016,3,0,1,"HTI"
"Haiti","Seabass, frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Seabreams nei, fresh or chilled","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Sharks nei, fresh or chilled","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Skipjack tuna, frozen","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Solubles from fish and marine mammals, nei","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Toothfish (Dissostichus spp.), fillets, frozen","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Toothfish (Dissostichus spp.), meat, fresh or chilled","Imports","Tonnes",2016,0,0,0,"HTI"
"Haiti","Toothfish (Dissostichus spp.), meat, frozen","Imports","Tonnes",2016,14,0,1,"HTI"
"Haiti","Tuna loins and fillets, frozen","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Tunas nei, frozen","Imports","Tonnes",2016,12,1,1,"HTI"
"Haiti","Tunas prepared or preserved, not minced, in airtight containers","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Tunas prepared or preserved, not minced, in oil","Imports","Tonnes",2016,1470,1,1,"HTI"
"Haiti","Tunas prepared or preserved, not minced, nei","Exports","Tonnes",2016,37,1,1,"HTI"
"Haiti","Tunas prepared or preserved, not minced, nei","Imports","Tonnes",2016,0,1,0,"HTI"
"Haiti","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Tunas, fresh or chilled, nei","Exports","Tonnes",2016,1,1,1,"HTI"
"Haiti","Tunas, fresh or chilled, nei","Imports","Tonnes",2016,NA,1,NA,"HTI"
"Haiti","Whiting (Merlangius merlangus), fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"HTI"
"Haiti","Yellowfin tuna, frozen, nei","Imports","Tonnes",2016,0,1,0,"HTI"
"Jamaica","Alaska pollock, meat, whether or not minced, frozen","Imports","Tonnes",2016,3,0,1,"JAM"
"Jamaica","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Albacore (=Longfin tuna), fresh or chilled","Reexports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Albacore (=Longfin tuna), frozen, nei","Reexports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Anchovies, prepared or preserved, not minced","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Anchovies, prepared or preserved, not minced","Reexports","Tonnes",2016,1,0,1,"JAM"
"Jamaica","Anchovies, salted or in brine","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live","Exports","Tonnes",2016,72,1,1,"JAM"
"Jamaica","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Exports","Tonnes",2016,14,1,1,"JAM"
"Jamaica","Bigeye tuna, fresh or chilled","Exports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Bigeye tuna, fresh or chilled","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Caviar and caviar substitutes","Exports","Tonnes",2016,1,0,1,"JAM"
"Jamaica","Caviar and caviar substitutes","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Chub mackerel, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Clupeoids, prepared or preserved, not minced, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cod liver oil","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Cod nei, fillets, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cod nei, fillets, frozen","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cod, salted and dried (klipfish)","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Cod, salted and dried (klipfish)","Imports","Tonnes",2016,5,0,1,"JAM"
"Jamaica","Cods nei, dried,  whether or not salted","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cods nei, dried,  whether or not salted","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cods nei, dried,  whether or not salted","Reexports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Cods nei, frozen","Exports","Tonnes",2016,1,0,1,"JAM"
"Jamaica","Cods nei, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cods nei, frozen","Reexports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Cods nei, salted or in brine","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cods nei, salted or in brine","Imports","Tonnes",2016,6,0,1,"JAM"
"Jamaica","Cods nei, salted or in brine","Reexports","Tonnes",2016,28,0,1,"JAM"
"Jamaica","Cods, fresh or chilled, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Cods, fresh or chilled, nei","Imports","Tonnes",2016,11,0,1,"JAM"
"Jamaica","Cods, fresh or chilled, nei","Reexports","Tonnes",2016,2,0,1,"JAM"
"Jamaica","Cods, smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Common sole, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","European plaice (Pleuronectes platessa), fresh or chilled","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish body oils, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish body oils, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish dried, whether or not salted, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish dried, whether or not salted, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish dried, whether or not salted, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish fillets, dried, salted or in brine, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish fillets, dried, salted or in brine, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish fillets, dried, salted or in brine, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish fillets, fresh or chilled, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish fillets, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish fillets, fresh or chilled, nei","Reexports","Tonnes",2016,15,0,1,"JAM"
"Jamaica","Fish fillets, frozen, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish fillets, frozen, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish fillets, frozen, nei","Production","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish fillets, frozen, nei","Reexports","Tonnes",2016,7,0,1,"JAM"
"Jamaica","Fish for culture incl. ova, fingerlings etc.","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish for culture incl. ova, fingerlings etc.","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish heads, tail, maws etc., dried, salted, or in brine","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish heads, tail, maws etc., dried, salted, or in brine","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish live, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish live, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish liver oils, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced nei, fresh or chilled","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish meat, whether or not minced nei, fresh or chilled","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Production","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Exports","Tonnes",2016,5,0,1,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Production","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish nei, prepared or preserved, not minced","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Reexports","Tonnes",2016,23,0,1,"JAM"
"Jamaica","Fish nei, smoked","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish nei, smoked","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish waste, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish waste, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, dried, salted or smoked","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, dried, salted or smoked","Imports","Tonnes",2016,67,0,1,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Imports","Tonnes",2016,12,0,1,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, fresh, chilled or frozen","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fish, frozen, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, frozen, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, frozen, nei","Production","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fish, frozen, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Reexports","Tonnes",2016,38,0,1,"JAM"
"Jamaica","Fishmeals, nei","Exports","Tonnes",2016,3,0,1,"JAM"
"Jamaica","Fishmeals, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Flatfish nei, fillets, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Reexports","Tonnes",2016,57,0,1,"JAM"
"Jamaica","Flatfish, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flying fish, fillets, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flyingfishes, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Flyingfishes, frozen","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Flyingfishes, frozen","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Gadiformes fillets, frozen, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Gadiformes, dried, whether or not salted, but not smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Gadiformes, fillets, dried, salted or in brine, not smoked","Exports","Tonnes",2016,65,0,1,"JAM"
"Jamaica","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Haddock dried, whether or not salted, but not smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Haddock, fresh or chilled","Imports","Tonnes",2016,11,0,1,"JAM"
"Jamaica","Haddock, frozen","Exports","Tonnes",2016,57,0,1,"JAM"
"Jamaica","Haddock, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Hakes nei, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Hakes nei, frozen","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Halibuts nei, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Halibuts, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herring, salted or in brine","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herring, salted or in brine","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Herrings nei, frozen","Imports","Tonnes",2016,7,0,1,"JAM"
"Jamaica","Herrings nei, smoked","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herrings nei, smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herrings nei, smoked","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Exports","Tonnes",2016,21,0,1,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Reexports","Tonnes",2016,57,0,1,"JAM"
"Jamaica","Herrings, dried, whether or not salted","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Herrings, dried, whether or not salted","Imports","Tonnes",2016,604,0,1,"JAM"
"Jamaica","Herrings, fresh or chilled, nei","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Herrings, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Reexports","Tonnes",2016,1,0,1,"JAM"
"Jamaica","Jack and horse mackerels, fresh or chilled","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Jack and horse mackerels, fresh or chilled","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Exports","Tonnes",2016,2,0,1,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, fresh or chilled, nei","Imports","Tonnes",2016,700,0,1,"JAM"
"Jamaica","Livers, roes, milt, fresh or chilled, nei","Reexports","Tonnes",2016,17,0,1,"JAM"
"Jamaica","Livers, roes, milt, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, frozen","Exports","Tonnes",2016,4,0,1,"JAM"
"Jamaica","Mackerels nei, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Exports","Tonnes",2016,12,0,1,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Reexports","Tonnes",2016,635,0,1,"JAM"
"Jamaica","Mackerels, nei, fresh or chilled","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerels, nei, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Mackerels, smoked","Exports","Tonnes",2016,43,0,1,"JAM"
"Jamaica","Mackerels, smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish fillets in blocks, nei, frozen","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, minced, prepared or preserved","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes",2016,10,0,1,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, smoked","Exports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Marine fish nei, smoked","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, fillets, dried, salted or in brine, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Reexports","Tonnes",2016,30,0,1,"JAM"
"Jamaica","Marine fish, frozen, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, frozen, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, frozen, nei","Production","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Marine fish, frozen, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Miscellaneous marine fish nei, dried, whether or not salted","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Miscellaneous marine fish, salted or in brine, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Reexports","Tonnes",2016,0,1,0,"JAM"
"Jamaica","Ornamental fish nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Ornamental fish nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Ornamental saltwater fish","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Ornamental saltwater fish","Imports","Tonnes",2016,3385,0,1,"JAM"
"Jamaica","Other  edible fish offal, dried, salted or in brine","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Other  edible fish offal, dried, salted or in brine","Imports","Tonnes",2016,2,0,1,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Reexports","Tonnes",2016,13,0,1,"JAM"
"Jamaica","Plaices, frozen, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Saithe (=Pollock), fresh or chilled","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Saithe (=Pollock), fresh or chilled","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, frozen","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Exports","Tonnes",2016,166,0,1,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Seabass, frozen","Imports","Tonnes",2016,4,0,1,"JAM"
"Jamaica","Sharks nei, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sharks nei, frozen","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Sharks nei, frozen","Imports","Tonnes",2016,11,0,1,"JAM"
"Jamaica","Skipjack tuna, fresh or chilled","Imports","Tonnes",2016,0,1,0,"JAM"
"Jamaica","Skipjack tuna, frozen","Imports","Tonnes",2016,601,1,1,"JAM"
"Jamaica","Soles, fresh or chilled, nei","Imports","Tonnes",2016,0,0,0,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Reexports","Tonnes",2016,2,0,1,"JAM"
"Jamaica","Swordfish fillets, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, frozen","Reexports","Tonnes",2016,7502,0,1,"JAM"
"Jamaica","Swordfish meat, frozen","Exports","Tonnes",2016,3,0,1,"JAM"
"Jamaica","Swordfish meat, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish meat, frozen","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish, fresh or chilled","Imports","Tonnes",2016,10,0,1,"JAM"
"Jamaica","Swordfish, frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Swordfish, frozen","Reexports","Tonnes",2016,120,0,1,"JAM"
"Jamaica","Swordfish, meat, fresh or chilled","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), fillets, frozen","Exports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), fillets, frozen","Reexports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), frozen","Imports","Tonnes",2016,NA,0,NA,"JAM"
"Jamaica","Tuna loins and fillets, frozen","Imports","Tonnes",2016,311,1,1,"JAM"
"Jamaica","Tuna loins and fillets, frozen","Reexports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Tunas nei, frozen","Exports","Tonnes",2016,0,1,0,"JAM"
"Jamaica","Tunas nei, frozen","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Tunas nei, frozen","Reexports","Tonnes",2016,3,1,1,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Exports","Tonnes",2016,0,1,0,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Imports","Tonnes",2016,NA,1,NA,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes",2016,NA,1,NA,"JAM"
