Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Saint Kitts and Nevis,"Albacore (=Longfin tuna), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,1,2,0 0,...,0 0,...,4 F,6 F,23 F,4 F
Saint Kitts and Nevis,"Albacore (=Longfin tuna), frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,30 F,11,6,4,7,10,2,2,13,2,30,1,-,-,-,-,-
Saint Kitts and Nevis,"Anchovies, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,0 0,0 0,0 0,1,0 0,0 0,1,0 0,0 0,1,1,1,-,-,-,-,-
Saint Kitts and Nevis,"Anchovies, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Atka mackerel, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Saint Kitts and Nevis,"Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 F,0 F,-,-,-
Saint Kitts and Nevis,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,17 F,-,-,-
Saint Kitts and Nevis,"Atlantic herring fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Atlantic mackerel prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-
Saint Kitts and Nevis,"Atlantic salmon and Danube salmon, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,5,5,6,1,1,0 0,...,2,0 0,0 0,18 F,90 F,...,34 F,1 F
Saint Kitts and Nevis,"Bigeye tuna, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,1 F,-
Saint Kitts and Nevis,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,...,8 F
Saint Kitts and Nevis,"Catfish fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,1 F,-
Saint Kitts and Nevis,"Catfish fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,4 F,19 F,17 F
Saint Kitts and Nevis,"Catfish, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4 F,3 F,...,1 F
Saint Kitts and Nevis,Caviar,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,0 0,...,...,...,...,...,...,...,...,0 F,-,-
Saint Kitts and Nevis,Caviar and caviar substitutes,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,-,0 0,0 0,0 0,-,-,-,-,0 0,0 0,0 0,0 0,0 0,0 0,-,-,-,-,-
Saint Kitts and Nevis,Caviar substitutes,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,0 F
Saint Kitts and Nevis,"Clupeoids, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,-,1,0 0,-,-,-,-,-,-,2,-,-,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Cod nei fillets, dried, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-
Saint Kitts and Nevis,"Cods nei, dried,  whether or not salted",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Cods nei, dried,  whether or not salted",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28,5,8,-,11,20 F,25,16,24,8,10,24,29,18,29,28,13,-,-,-,-,-
Saint Kitts and Nevis,"Cods nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,1,3,...,...,...,...,2,3,2,...,3,0 0,...,0 F,...,0 F,-,-
Saint Kitts and Nevis,"Cods nei, salted or in brine",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Cods nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,37,3 F,2,...,...,...,0 0,1,1,0 0,...,0 0,...,...,...,...,...,...,...,12 F
Saint Kitts and Nevis,"Cods nei, salted or in brine",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Cods, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Cods, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,...,0 0,...,0 0,0 0,0 0,...,...,...,...,36 F,0 F,-
Saint Kitts and Nevis,Eels and elvers live,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Eels, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Eels, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,0 0,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fingers, sticks, prepared with minced fish",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,3 F,5 F,2 F,2 F
Saint Kitts and Nevis,"Fish body oils, nei",Imports,Tonnes,1,1,1,0 0,0 0,7,...,0 0,...,...,1,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,0 0,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fish dried, whether or not salted, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,0 0,1,6,5,4,4,4 F,9 F,3 F,1 F,1 F
Saint Kitts and Nevis,"Fish dried, whether or not salted, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,227,263,138,21 F,123,360,130,384,148,191,164,148,134,186,155,165,143,66 F,72 F,51 F,57 F,53 F
Saint Kitts and Nevis,"Fish dried, whether or not salted, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1,...,...,1,6,5,4,4,-,-,-,-,-
Saint Kitts and Nevis,"Fish fillets, dried, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,21 F,...,0 0,-,0 0,3,0 0,0 0,-,0 0,-,-,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fish fillets, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fish fillets, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,1,2,...,0 0,1,1,4,1,1,1,2,9,...,9,9,48,142 F,57 F,241 F,128 F,1 F
Saint Kitts and Nevis,"Fish fillets, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish fillets, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,9,10,...,10,25,23,31,32,40,43,65,57,...,73,65,31,27 F,59 F,29 F,92 F,84 F
Saint Kitts and Nevis,"Fish fillets, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,-,1,0 0,-,-,-,-,-,1,0 0,-,0 0,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish live, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish live, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,0 0,...,...,...,...,...,0 0,0 0,0 0,0 0,1,0 0,1,0 0,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fish liver oils, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,419,908,339,...,302,342,332,102,0 0,36,0 0,0 0,...,0 0,0 0,0 0,0 0,0 F,-,-,-,-
Saint Kitts and Nevis,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-
Saint Kitts and Nevis,"Fish meat, whether or not minced, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,0 0,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish meat, whether or not minced, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,0 0,2,5,1,0 0,1,7,1,14,11,...,49,108,48,...,...,...,...,3 F
Saint Kitts and Nevis,"Fish meat,whether or not minced, fresh,chilled,frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish minced (=surimi), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-
Saint Kitts and Nevis,"Fish minced nei, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-,-,-
Saint Kitts and Nevis,"Fish nei, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Saint Kitts and Nevis,"Fish nei, salted or in brine",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,50,...,3 F,28,43 F,39,0 0,0 0,...,0 0,14,12,9,13,14,7,1 F,0 F,30 F,23 F,22 F
Saint Kitts and Nevis,"Fish nei, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,0 F,-,-
Saint Kitts and Nevis,"Fish, dried, salted or smoked",Exports,Tonnes,3,2,2 F,3,...,...,...,...,...,0 0,0 0,...,2 F,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish, dried, salted or smoked",Imports,Tonnes,250,172,160,168,186,157,206,172,234,226,169,87,160,146,165 F,69 F,56 F,100 F,59 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,6,3,...,3,16,3,6,4,4,3,37,6,16,11,12,4,0 F,7 F,0 F,0 F,1 F
Saint Kitts and Nevis,"Fish, fresh, chilled or frozen",Exports,Tonnes,...,5,5 F,15,5,4,1,3,12,7,4,3,3 F,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish, fresh, chilled or frozen",Imports,Tonnes,26,16,7,5,0 0,0 0,1,2,5,5,10,14,25 F,15 F,25 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Fish, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,62,70,...,63,109 F,91,72,197,118,101,220,153,228,133,127,170,0 F,...,5 F,26 F,27 F
Saint Kitts and Nevis,"Fishmeal fit for human consumption, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,-,0 0,-,0 0,-,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Fishmeals, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Flatfish nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Flatfish nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,1,0 0,0 0,-,0 0,7,3,0 0,0 0,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Flatfish, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Flatfish, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,0 0,-,3,-,0 0,-,-,-,-,-,-
Saint Kitts and Nevis,"Flying fish, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,2,1,0 0,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Flyingfishes, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Flyingfishes, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-
Saint Kitts and Nevis,"Gadiformes nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,1 F,0 F,3 F,5 F
Saint Kitts and Nevis,"Gadiformes, fillets, dried, salted or in brine, not smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4 F,-,-
Saint Kitts and Nevis,"Gadiformes, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,0 F,-
Saint Kitts and Nevis,"Gadiformes, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56 F,-,-,-,-,-,-,-,-,-,-,-,-,-,29 F,26 F,-,32 F,83 F
Saint Kitts and Nevis,"Haddock, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Haddock, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,0 0,3,3,11,15,5,-,-,-,-,-
Saint Kitts and Nevis,"Haddock, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Haddock, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,0 0,1,-,2,-,1,0 0,0 0,-,2,-,-,-,-,-
Saint Kitts and Nevis,"Hake nei fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3 F,1 F,-,-
Saint Kitts and Nevis,"Hake nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-
Saint Kitts and Nevis,"Hakes nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Hakes nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,0 0,...,...,...,4,...,25 F,78 F,12 F,9 F,-
Saint Kitts and Nevis,"Halibuts nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Halibuts, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,0 0,-,-,0 0,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Herring, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,0 0,...,...,...,...,...,...,...,...,...,0 F,0 F,0 F,0 F,-
Saint Kitts and Nevis,"Herrings nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1,1,0 0,0 0,1,1,...,0 0,...,...,...,6 F,...,2 F,-
Saint Kitts and Nevis,"Herrings nei, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,3,1,3,1,2,2,2,1,1,3,2,2,1 F,2 F,2 F,2 F,3 F
Saint Kitts and Nevis,"Herrings prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,2,1,...,0 0,1,1,0 0,1,0 0,2,0 0,0 0,0 0,...,...,...,0 F,-
Saint Kitts and Nevis,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,-,-,-,-,-,-
Saint Kitts and Nevis,"Livers, roes, milt, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Mackerel prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,0 0,...,...,1 F,-,-
Saint Kitts and Nevis,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,7,7,6 F,11,21,12,15,12,17,29,28,10,5,22,22,40,7 F,22 F,9 F,9 F,7 F
Saint Kitts and Nevis,"Mackerel prepared or preserved, not minced, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-
Saint Kitts and Nevis,"Mackerel, dried, whether or not salted, but not smoked",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Mackerel, dried, whether or not salted, but not smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,2,1,3,-,-,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Mackerels nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,15,3,5,2,1,2,1,0 0,...,1 F,1 F,14 F,2 F
Saint Kitts and Nevis,"Mackerels nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34,36,24,23,...,...,...,...,...,...,0 F,0 F,0 F,-,-
Saint Kitts and Nevis,"Mackerels, nei, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-
Saint Kitts and Nevis,"Mackerels, nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,2 F,1 F,-
Saint Kitts and Nevis,"Mackerels, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8 F,12 F,-,-,-
Saint Kitts and Nevis,"Marine fish nei, minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,5 F,5,10,1,1,1,1,1,2,1,0 0,1,0 0,0 0,0 F,0 F,0 F,0 F,0 F
Saint Kitts and Nevis,"Marine fish nei, prepared or preserved, not minced",Exports,Tonnes,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
